desc,fea1,fea2,fea3,fea21,fea22,fea23,similarity,label
model,2,1,0,2,1,0,0.227561,unknown
model,4,0,1,2,0,1,0.360779,fact
model,0,0,0,0,0,0,0.58677,unknown
model,0,0,0,0,0,0,0.571816,fact
model,0,0,0,0,0,0,0.448549,unknown
model,1,0,0,1,0,0,0.146928,hoax
model,0,0,1,0,0,1,0.606389,unknown
model,0,0,0,0,0,0,0.485442,fact
model,0,0,0,0,0,0,0.587854,fact
model,0,1,0,0,0,0,0.292532,unknown
model,1,0,0,1,0,0,0.580764,fact
model,4,0,0,4,0,0,0.762205,hoax
model,6,0,0,6,0,0,0.591282,hoax
model,0,0,0,0,0,0,0.757054,fact
model,0,0,0,0,0,0,0.200549,unrelated
model,6,1,0,6,1,0,0.896185,hoax
model,0,0,0,0,0,0,0.513977,unrelated
model,0,0,0,0,0,0,0.310776,unknown
model,0,0,0,0,0,0,0.172587,unknown
model,0,0,0,0,0,0,0.26009,unknown
model,4,0,0,4,0,0,0.671606,hoax
model,0,0,0,0,0,0,0.714466,unknown
model,1,0,0,1,0,0,0.812759,fact
model,3,0,0,3,0,0,0.630335,hoax
model,11,0,1,11,0,1,0.32929,hoax
model,1,0,0,1,0,0,0.371285,hoax
model,1,0,0,1,0,0,0.195445,unrelated
model,0,0,0,0,0,0,0.0,unrelated
model,3,0,0,3,0,0,0.645307,hoax
model,0,0,0,0,0,0,0.83299,fact
model,3,0,0,3,0,0,0.763258,hoax
model,1,0,0,1,0,0,0.304239,unknown
model,0,0,0,0,0,0,0.0037829,unrelated
model,0,1,0,0,1,0,0.885886,fact
model,0,0,0,0,0,0,0.738002,fact
model,0,0,0,0,0,0,0.867065,fact
model,0,0,0,0,0,0,0.653492,fact
model,1,1,0,0,0,0,0.177812,fact
model,0,0,0,0,0,0,0.774084,fact
model,4,0,0,2,0,0,0.307877,hoax
model,1,0,0,1,0,0,0.878605,unknown
model,0,0,0,0,0,0,0.193927,unknown
model,2,0,0,2,0,0,0.328189,hoax
model,2,0,0,0,0,0,0.319738,hoax
model,12,4,0,9,4,0,0.481387,hoax
model,1,0,0,1,0,0,0.366073,hoax
model,12,0,0,11,0,0,0.606724,hoax
model,7,0,0,7,0,0,0.61153,hoax
model,0,0,0,0,0,0,0.0118567,unrelated
model,3,0,0,2,0,0,0.430924,fact
model,2,1,1,2,1,1,0.913858,fact
model,6,3,0,5,3,0,0.814955,fact
model,3,6,0,2,2,0,0.339236,fact
model,1,0,2,1,0,1,0.392112,unknown
model,0,0,0,0,0,0,0.0113877,unrelated
model,16,2,1,7,0,0,0.0832985,unrelated
model,2,0,0,2,0,0,0.426316,hoax
model,0,0,0,0,0,0,0.908988,hoax
model,0,0,0,0,0,0,0.0,unrelated
model,0,0,0,0,0,0,0.767307,hoax
model,2,2,1,2,2,1,0.606206,fact
model,0,0,0,0,0,0,0.266461,unknown
model,0,0,0,0,0,0,0.553739,fact
model,4,1,0,2,0,0,0.445261,unknown
model,1,0,0,1,0,0,0.542992,fact
model,2,1,0,2,1,0,0.926824,fact
model,0,0,0,0,0,0,0.0,unrelated
model,13,1,0,12,1,0,0.725478,hoax
model,2,1,0,2,1,0,0.151843,unrelated
model,7,0,1,7,0,1,0.493395,fact
model,4,0,0,4,0,0,0.708093,hoax
model,9,0,0,9,0,0,0.757839,hoax
model,6,0,0,5,0,0,0.758667,hoax
model,3,0,0,3,0,0,0.681309,hoax
model,19,0,0,17,0,0,0.623456,hoax
model,0,0,0,0,0,0,0.553194,fact
model,0,0,0,0,0,0,0.0,unrelated
model,26,0,0,26,0,0,0.901473,hoax
model,2,0,0,2,0,0,0.740864,hoax
model,6,0,0,6,0,0,0.625154,hoax
model,5,0,0,4,0,0,0.709105,fact
model,13,1,0,10,1,0,0.394577,fact
model,20,1,2,20,1,2,0.87185,fact
model,14,1,0,14,1,0,0.678165,fact
model,22,6,0,20,6,0,0.616801,fact
model,2,0,0,2,0,0,0.415694,fact
model,16,0,0,16,0,0,0.792999,fact
model,7,0,0,7,0,0,0.516838,fact
model,1,0,0,1,0,0,0.50404,fact
model,4,0,1,4,0,1,0.216781,unrelated
model,2,0,0,2,0,0,0.707066,fact
model,0,0,0,0,0,0,0.693866,fact
model,3,0,0,3,0,0,0.829458,fact
model,3,0,0,3,0,0,0.891739,fact
model,1,0,0,1,0,0,0.951541,unknown
model,0,0,0,0,0,0,0.101194,unrelated
model,0,0,0,0,0,0,0.815147,fact
model,0,0,0,0,0,0,0.0155311,unrelated
model,0,0,0,0,0,0,0.0980306,unrelated
model,2,0,0,0,0,0,0.00398176,unrelated
model,0,0,0,0,0,0,0.174136,unknown
model,0,0,0,0,0,0,0.285329,fact
model,1,0,1,1,0,1,0.26348,hoax
model,18,0,2,4,0,1,0.0857228,unrelated
model,4,0,0,2,0,0,0.146589,unrelated
model,3,0,0,3,0,0,0.213054,unrelated
model,13,0,0,13,0,0,0.307671,unrelated
model,1,1,0,1,1,0,0.391614,unrelated
model,5,0,0,5,0,0,0.972722,hoax
model,0,0,0,0,0,0,0.548767,fact
model,0,0,0,0,0,0,0.496642,fact
model,0,0,0,0,0,0,0.805082,fact
model,0,0,0,0,0,0,0.752253,fact
model,1,0,0,1,0,0,0.541599,unknown
model,0,0,0,0,0,0,0.679611,fact
model,0,0,0,0,0,0,0.765599,fact
model,0,0,0,0,0,0,0.658062,fact
model,2,1,0,2,1,0,0.697346,hoax
model,1,0,1,0,0,0,0.105834,unrelated
model,0,0,0,0,0,0,0.0475303,unrelated
model,6,2,0,5,2,0,0.25956,hoax
model,12,3,0,12,3,0,0.579057,hoax
model,2,1,0,2,1,0,0.772337,hoax
model,1,0,0,1,0,0,0.831146,hoax
model,3,1,0,3,1,0,0.68411,hoax
model,0,0,0,0,0,0,0.782227,fact
model,0,0,1,0,0,1,0.482421,fact
model,0,0,0,0,0,0,0.827808,fact
model,0,0,0,0,0,0,0.531736,fact
model,0,0,0,0,0,0,0.524102,fact
model,0,0,0,0,0,0,0.559337,fact
model,0,0,0,0,0,0,0.0439471,unrelated
model,0,0,0,0,0,0,0.777923,fact
model,1,0,0,1,0,0,0.579668,fact
model,0,0,0,0,0,0,0.247717,unknown
model,0,0,0,0,0,0,0.503989,unknown
model,2,0,1,2,0,1,0.284156,unknown
model,8,0,2,7,0,2,0.749322,hoax
model,0,0,0,0,0,0,0.44611,unknown
model,1,0,0,0,0,0,0.144754,unrelated
model,1,1,0,1,1,0,0.327792,unknown
model,6,0,0,6,0,0,0.957568,hoax
model,0,0,0,0,0,0,0.182595,unrelated
model,0,0,0,0,0,0,0.252755,fact
model,0,0,0,0,0,0,0.296996,unrelated
model,0,0,0,0,0,0,0.182595,unrelated
model,0,0,0,0,0,0,0.702872,hoax
model,0,0,0,0,0,0,0.230036,unrelated
model,0,0,0,0,0,0,0.762632,fact
model,0,0,0,0,0,0,0.0650924,unrelated
model,0,1,0,0,1,0,0.852153,hoax
model,0,0,0,0,0,0,0.192481,unrelated
model,7,0,0,7,0,0,0.264222,hoax
model,0,0,0,0,0,0,0.548869,fact
model,2,0,0,1,0,0,0.742008,unknown
model,0,0,0,0,0,0,0.138779,fact
model,7,0,0,5,0,0,0.485094,hoax
model,0,0,0,0,0,0,0.504535,fact
model,0,0,0,0,0,0,0.671315,fact
model,2,0,0,2,0,0,0.562003,hoax
model,12,1,0,0,0,0,0.0643714,unrelated
model,2,0,0,2,0,0,0.532662,hoax
model,1,0,0,0,0,0,0.0212114,unrelated
model,12,4,0,9,4,0,0.608375,hoax
model,10,0,0,0,0,0,0.05884,unrelated
model,1,0,0,0,0,0,0.013006,unrelated
model,12,0,0,12,0,0,0.924861,hoax
model,7,0,0,7,0,0,0.989566,hoax
model,28,0,0,16,0,0,0.357703,hoax
model,0,0,0,0,0,0,0.342081,fact
model,0,0,0,0,0,0,0.560107,fact
model,4,0,0,4,0,0,0.939825,hoax
model,1,0,0,1,0,0,0.711832,hoax
model,5,0,0,5,0,0,0.548784,hoax
model,3,0,0,3,0,0,0.581809,hoax
model,3,0,0,3,0,0,0.678927,hoax
model,1,0,1,1,0,1,0.668945,hoax
model,5,0,0,5,0,0,0.692703,unknown
model,0,0,0,0,0,0,0.359825,unknown
model,1,2,0,1,2,0,0.77433,hoax
model,0,0,0,0,0,0,0.271791,unknown
model,0,0,0,0,0,0,0.387256,unknown
model,5,0,0,5,0,0,0.155233,unrelated
model,0,0,0,0,0,0,1.81608e-08,unrelated
model,5,0,0,1,0,0,0.232302,unrelated
model,23,1,1,22,1,0,0.275941,hoax
model,0,0,0,0,0,0,-0.00466678,unrelated
model,1,0,0,0,0,0,0.0319778,unknown
model,6,0,0,6,0,0,0.971963,hoax
